# Rulings on hbtest assertions, statements and modules — every one a
# decision, with its reason (extract.py reads this file).
#
#   <id>        an assertion (rt_str:68) or a statement (rt_str:61)
#   <module>    a whole module (rt_class)
#   <module>/<routine>   one routine of it (rt_misc/HB_TString)
#
# ruling: quarantine   commented out on both sides
#         divergent    runs, but C# differs by design: does not gate
#         exclude      (module or routine) neither generated nor run
#
# id	ruling	reason
rt_trans:735	divergent	Transform( n, "" ) width: a Val() result gets the default width, not its own
rt_trans:736	divergent	Transform( n, "" ) width: a Val() result gets the default width, not its own
rt_trans:739	divergent	Transform( n, "" ) width: a Val() result gets the default width, not its own
rt_trans:740	divergent	Transform( n, "" ) width: a Val() result gets the default width, not its own
rt_trans:741	divergent	Transform( n, "" ) width: a Val() result gets the default width, not its own
rt_trans:742	divergent	Transform( n, "" ) width: a Val() result gets the default width, not its own
rt_math:307	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_math:308	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_math:330	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:117	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:119	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:121	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:122	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:126	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:127	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:132	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:135	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:143	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:146	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:147	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:149	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:150	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:151	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:152	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:153	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:154	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:155	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:156	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:169	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own
rt_str:170	divergent	Str( n ) width: a Val()/Year()/Month()/Day() result gets the default width, not its own

# Quarantined: C# cannot compile these; hbtest-only, as both targets compile (Alex, 2026-09-19)
rt_array:368	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_array:369	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_date:61	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_date:72	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_date:83	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_date:98	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_date:163	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_date:174	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_date:184	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:85	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:86	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:87	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:88	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:89	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:90	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:91	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:92	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:93	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:94	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:95	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:96	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:97	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:98	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:99	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:100	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:101	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:102	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvm:103	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvma:467	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvma:468	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvma:469	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_hvma:470	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_math:79	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_math:92	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_math:141	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_math:249	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_math:276	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_math:286	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_math:354	quarantine	int literal arithmetic overflows at C# compile time (CS0220); Harbour promotes to double. Emitter to-do
rt_str:189	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:252	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:353	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:376	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:399	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:422	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:463	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:482	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:695	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:696	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:722	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:723	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:749	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:750	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_str:806	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_trans:126	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it
rt_trans:127	quarantine	@ on a by-value built-in: the emitter writes ref, which C# rejects (CS1615); EasiPOS never does it

# Quarantined: hbtest passes an argument of a type (or number) EasiPOS never does, and the strict
# C# signature rejects it at compile time; the Pad functions stay string-only (Alex, 2026-09-19)
rt_array:65	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:79	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:80	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:81	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:82	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:87	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:103	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:105	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:108	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:109	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:110	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:117	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_array:119	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:126	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_array:128	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:129	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:130	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:137	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_array:139	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:146	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_array:214	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_array:225	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:226	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:227	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:228	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:229	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:230	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:231	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:232	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:233	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:234	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:235	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:236	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:237	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:238	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:239	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:240	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:241	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:242	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:243	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:244	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:245	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:246	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:247	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:248	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:249	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:250	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:251	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:252	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:253	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1501)
rt_array:359	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:360	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_array:361	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_file:72	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_file:97	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_file:99	quarantine	strict signature: FRead()'s buffer is by reference, and Harbour reads nothing when it is not (CS1620)
rt_file:125	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_file:130	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_file:141	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_file:166	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_file:168	quarantine	strict signature: FRead()'s buffer is by reference, and Harbour reads nothing when it is not (CS1620)
rt_file:196	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_file:201	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_math:271	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_math:272	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_math:273	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_math:281	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_math:282	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_math:283	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_misc:570	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_misc:711	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_misc:713	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_misc:747	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_misc:749	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_misc:767	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_misc:769	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_misc:877	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_misc:878	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_misc:890	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS7036)
rt_str:457	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:533	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:534	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:535	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:645	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:646	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:685	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
rt_str:686	quarantine	strict signature: a wrong-type or wrong-count argument is a compile error (CS1503)
